,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,position,team_name,friendly_name
424,0.0,0.0,28082,0,0,-1,1,0,1,0.0,0.0,0,Ralf,0.0,449,False,Loan ended,2020-03-03T15:00:27.954303Z,44,28082.jpg,1.0,Fahrmann,0.3,False,,u,14,45,1,5200,8,26772,151,0.0,0.2,Fahrmann,21,0,0,0,1,0,0,0,0,0,1,0,6,4.0,0.0,0.0,0.4,GK,Norwich,Ralf Fahrmann
425,0.0,0.0,113564,0,0,-1,1,0,2,0.0,0.0,0,Sam,0.2,454,False,Hamstring injury - Expected back 21 Jun,2020-02-15T19:30:19.770615Z,44,113564.jpg,1.9,Byram,0.1,False,,i,14,45,32,6522,10,11200,132,0.0,7.3,Byram,1292,0,0,3,23,0,0,0,4,0,0,2,201,273.2,109.2,218.0,60.2,DEF,Norwich,Sam Byram
426,0.0,0.0,101061,0,0,-1,1,0,2,0.0,0.0,0,Philip,0.0,484,False,Joined Nurnberg on loan until the end of the season on 4/1. - Expected back 01 Jul,2020-01-10T20:00:21.434889Z,39,101061.jpg,0.0,Heise,0.7,False,,n,14,45,0,53076,168,60945,497,0.0,0.0,Heise,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,DEF,Norwich,Philip Heise
427,0.0,0.0,128348,0,0,0,0,0,3,0.0,0.0,0,Ibrahim,0.0,507,False,Loan deal ended on 31/1,2020-01-31T23:00:20.708006Z,45,128348.jpg,1.6,Amadou,0.1,False,,u,14,45,18,11548,16,11422,74,0.0,4.0,Amadou,756,0,0,1,20,0,0,0,1,0,0,0,122,177.2,18.3,31.0,22.7,MID,Norwich,Ibrahim Amadou
428,,,432735,0,0,-1,1,0,4,0.2,-0.3,1,Adam,0.2,538,False,,,44,432735.jpg,1.3,Idah,0.1,False,,a,14,45,4,17568,174,14114,158,0.0,0.9,Idah,68,0,0,0,3,0,0,0,0,0,0,0,12,3.0,1.5,4.0,0.9,FWD,Norwich,Adam Idah
429,,,233849,0,0,0,0,0,1,0.0,-0.5,0,Archie,0.0,551,False,,,40,233849.jpg,0.0,Mair,0.1,False,,a,14,45,0,6857,28,3599,70,0.0,0.0,Mair,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,GK,Norwich,Archie Mair
430,0.0,0.0,232667,0,0,0,0,0,2,0.0,0.0,0,Akin,0.0,552,False,Joined St Mirren on loan until the end of the season on 8/1. - Expected back 01 Jul,2020-01-08T10:30:20.484548Z,40,232667.jpg,0.0,Famewo,0.1,False,,n,14,45,0,4631,13,4726,47,0.0,0.0,Famewo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,DEF,Norwich,Akin Famewo
431,,,139110,0,0,-2,2,0,3,2.0,1.5,2,Ondrej,2.0,601,False,,,48,139110.jpg,2.7,Duda,0.1,False,,a,14,45,19,14663,126,8026,311,0.4,4.0,Duda,577,0,1,3,7,0,0,0,0,0,0,0,102,108.0,237.3,85.0,43.0,MID,Norwich,Ondrej Duda
432,,,76306,0,0,0,0,0,3,1.0,0.5,0,Lukas,1.0,602,False,,,45,76306.jpg,1.7,Rupp,0.0,False,,a,14,45,10,1276,22,568,69,0.2,2.2,Rupp,336,0,0,1,6,0,0,0,0,0,0,0,40,31.8,64.3,71.0,16.4,MID,Norwich,Lukas Rupp
433,100.0,100.0,178304,0,0,-5,5,1,4,0.0,0.5,0,Lys,0.0,70,False,,2019-12-08T16:00:13.029423Z,45,178304.jpg,3.1,Mousset,2.2,False,,a,15,49,71,784567,3242,681954,5707,0.0,15.8,Mousset,1009,5,4,3,11,0,0,0,1,0,0,9,214,267.4,161.1,472.0,89.0,FWD,Sheffield Utd,Lys Mousset
434,75.0,100.0,63426,0,0,1,-1,1,2,4.9,7.0,6,Enda,6.5,291,False,Calf injury - 75% chance of playing,2020-03-07T17:30:22.251104Z,51,63426.jpg,3.9,Stevens,2.8,False,,d,15,49,110,414401,1143,258136,11205,1.3,21.6,Stevens,2445,2,2,10,25,0,0,0,5,0,0,8,498,517.4,474.8,255.0,124.8,DEF,Sheffield Utd,Enda Stevens
435,,,87121,0,0,-3,3,0,2,0.0,0.5,0,Kieron,0.0,292,False,,,42,87121.jpg,0.0,Freeman,0.1,False,,a,15,49,0,4788,42,10978,80,0.0,0.0,Freeman,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,DEF,Sheffield Utd,Kieron Freeman
436,,,146610,0,0,2,-2,1,2,4.0,4.5,6,Jack,4.0,293,False,,,47,146610.jpg,3.4,O'Connell,3.5,False,,a,15,49,96,431319,4123,216420,3285,0.9,20.4,O'Connell,2520,0,1,10,25,0,0,0,3,0,0,6,483,507.2,228.0,236.0,97.2,DEF,Sheffield Utd,Jack O'Connell
437,,,82691,0,0,6,-6,1,2,4.0,4.5,6,George,4.0,294,False,,,51,82691.jpg,4.1,Baldock,11.2,False,,a,15,49,115,1309633,13087,546869,9121,0.8,22.5,Baldock,2520,2,4,10,25,0,0,0,6,0,0,7,456,435.8,320.5,192.0,94.9,DEF,Sheffield Utd,George Baldock
438,100.0,100.0,108416,0,0,1,-1,0,2,4.0,4.5,6,John,4.0,295,False,,2019-11-18T23:00:14.538560Z,46,108416.jpg,3.5,Egan,2.4,False,,a,15,49,94,243579,3748,89822,2283,0.9,20.4,Egan,2418,0,1,10,22,0,0,0,2,0,0,4,445,446.6,12.6,372.0,83.2,DEF,Sheffield Utd,John Egan
439,0.0,0.0,18832,0,0,-1,1,0,2,0.0,0.0,0,Richard,0.0,296,False,Contract terminated by mutual consent on 10/1,2020-01-10T20:30:14.424021Z,39,18832.jpg,0.0,Stearman,2.1,False,,u,15,49,0,130916,247,176170,1386,0.0,0.0,Stearman,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,DEF,Sheffield Utd,Richard Stearman
440,100.0,100.0,153723,0,0,8,-8,5,2,6.5,7.0,12,John,6.5,297,False,,2019-12-29T18:30:20.904666Z,48,153723.jpg,4.7,Lundstram,39.0,False,,a,15,49,128,3692315,50169,1590246,4927,1.4,26.7,Lundstram,2065,4,4,9,20,0,0,0,4,0,0,15,463,421.4,345.2,393.0,116.3,DEF,Sheffield Utd,John Lundstram
441,100.0,100.0,18867,0,0,-4,4,1,4,5.5,6.0,9,Billy,5.5,298,False,,2019-09-14T17:00:16.602437Z,56,18867.jpg,2.2,Sharp,0.5,False,,a,15,49,40,75249,8389,106654,1030,1.0,7.1,Sharp,660,3,0,2,6,0,0,0,1,1,0,9,122,132.6,139.9,220.0,48.6,FWD,Sheffield Utd,Billy Sharp
442,100.0,100.0,213280,0,0,-2,2,0,1,0.0,0.5,0,Jake,0.0,299,False,,2019-10-21T21:30:15.275741Z,43,213280.jpg,0.0,Eastwood,0.1,False,,a,15,49,0,2170,25,14094,45,0.0,0.0,Eastwood,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,GK,Sheffield Utd,Jake Eastwood
443,0.0,0.0,59614,0,0,-3,3,0,3,0.0,0.0,0,Mark,0.0,300,False,Joined ADO Den Haag on loan until the end of the season on 31/1. - Expected back 01 Jul,2019-08-08T17:30:15.368429Z,52,59614.jpg,0.0,Duffy,0.0,False,,n,15,49,0,316,5,5234,8,0.0,0.0,Duffy,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,MID,Sheffield Utd,Mark Duffy
444,100.0,100.0,47247,0,0,0,0,4,3,2.5,3.0,3,John,2.5,301,False,,2019-12-14T17:00:24.844524Z,50,47247.jpg,3.8,Fleck,5.5,False,,a,15,49,94,802557,7965,422009,14698,0.5,18.8,Fleck,2188,5,2,8,21,0,0,0,7,0,0,13,425,492.0,578.8,415.0,148.8,MID,Sheffield Utd,John Fleck
445,,,79934,0,0,-1,1,1,3,2.5,3.0,3,Oliver,2.5,302,False,,,49,79934.jpg,2.8,Norwood,0.5,False,,a,15,49,77,62286,860,55967,1011,0.5,15.7,Norwood,2373,1,2,10,25,0,0,0,6,0,0,6,446,500.6,655.9,100.0,125.7,MID,Sheffield Utd,Oliver Norwood
446,100.0,100.0,27436,0,0,-1,1,0,4,1.0,1.5,1,David,1.0,303,False,,2020-01-18T17:00:22.896052Z,54,27436.jpg,2.0,McGoldrick,0.2,False,,a,15,49,42,44354,160,50939,159,0.2,7.8,McGoldrick,1349,0,2,5,13,0,0,0,2,0,0,3,109,206.4,195.3,439.0,83.9,FWD,Sheffield Utd,David McGoldrick
447,,,40386,0,0,0,0,0,2,4.5,5.0,7,Chris,4.5,423,False,,,45,40386.jpg,3.2,Basham,1.4,False,,a,15,49,90,149269,5386,62584,1430,1.0,20.0,Basham,2432,0,0,10,25,0,0,0,4,0,0,4,457,499.4,143.5,91.0,73.7,DEF,Sheffield Utd,Chris Basham
448,100.0,100.0,74854,0,0,-2,2,0,1,0.0,0.5,0,Simon,0.0,436,False,,2019-12-22T12:00:21.115265Z,43,74854.jpg,1.0,Moore,0.1,False,,a,15,49,1,3789,20,6679,37,0.0,0.2,Moore,90,0,0,0,3,0,0,0,0,0,2,0,9,7.8,0.0,0.0,0.8,GK,Sheffield Utd,Simon Moore
449,,,49083,0,0,-4,4,0,3,0.0,0.5,0,Luke,0.0,441,False,,,51,49083.jpg,1.2,Freeman,0.1,False,,a,15,49,11,3838,64,9904,48,0.0,2.2,Freeman,322,0,0,1,4,0,0,0,2,0,0,0,32,43.6,75.1,17.0,13.6,MID,Sheffield Utd,Luke Freeman
450,,,7645,0,0,-3,3,0,2,0.0,0.5,0,Phil,0.0,444,False,,,42,7645.jpg,1.0,Jagielka,0.3,False,,a,15,49,4,16498,68,46757,159,0.0,1.0,Jagielka,128,0,0,0,3,0,0,0,0,0,0,0,31,39.0,4.7,2.0,4.5,DEF,Sheffield Utd,Phil Jagielka
451,0.0,0.0,171975,0,0,-5,5,1,3,0.0,0.0,0,Callum,0.0,453,False,Joined West Bromwich Albion on loan until the end of the season on 29/1. - Expected back 01 Jul,2020-01-29T10:30:22.129197Z,50,171975.jpg,2.1,Robinson,0.2,False,,n,15,49,33,49870,6,97229,144,0.0,6.6,Callum Robinson,669,1,2,2,6,0,0,0,1,0,0,1,73,79.8,72.8,156.0,30.4,MID,Sheffield Utd,Callum Robinson
452,0.0,0.0,90518,0,0,-4,4,0,3,0.0,0.0,0,Ravel,0.0,456,False,Joined Middlesbrough on loan until the end of the season on 31/1. - Expected back 01 Jul,2020-01-31T21:00:15.307952Z,46,90518.jpg,1.0,Morrison,0.1,False,,n,15,49,1,4280,5,13897,47,0.0,0.2,Morrison,12,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.6,4.0,0.2,MID,Sheffield Utd,Ravel Morrison
453,100.0,100.0,172649,0,0,7,-7,3,1,4.5,5.0,7,Dean,4.5,471,False,,2019-11-09T17:30:13.445733Z,52,172649.jpg,4.5,Henderson,16.3,False,,a,15,49,122,1559951,25290,555973,5990,0.9,23.5,Henderson,2430,0,1,10,22,0,1,0,2,0,70,11,513,517.8,0.0,18.0,53.6,GK,Sheffield Utd,Dean Henderson
454,,,167878,0,0,-3,3,0,3,1.0,1.5,1,Ben,1.0,472,False,,,47,167878.jpg,1.0,Osborn,0.0,False,,a,15,49,7,1367,34,3107,28,0.2,1.5,Osborn,126,0,0,0,0,0,0,0,0,0,0,0,33,28.4,26.1,8.0,6.3,MID,Sheffield Utd,Ben Osborn
455,100.0,100.0,169432,0,0,-3,3,0,4,1.5,2.5,2,Oliver,2.0,501,False,,2020-03-07T17:30:22.692510Z,57,169432.jpg,2.2,McBurnie,0.2,False,,a,15,49,58,40817,152,38020,1312,0.4,10.2,McBurnie,1428,4,0,7,15,0,0,0,3,0,0,4,195,299.0,131.8,604.0,103.3,FWD,Sheffield Utd,Oliver McBurnie
456,100.0,100.0,194126,0,0,-1,1,0,1,0.0,0.5,0,Michael,0.0,521,False,,2020-01-05T22:00:20.835811Z,44,194126.jpg,0.0,Verrips,0.0,False,,a,15,49,0,1214,44,2113,25,0.0,0.0,Verrips,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,GK,Sheffield Utd,Michael Verrips
457,100.0,100.0,87447,0,0,-1,1,0,3,0.0,0.5,0,Muhamed,0.0,522,False,,2019-09-19T11:30:17.999997Z,44,87447.jpg,1.0,Bešić,0.1,False,,a,15,49,9,9925,60,17569,107,0.0,2.0,Bešić,243,0,0,0,2,0,0,0,2,0,0,0,40,34.2,21.5,29.0,8.5,MID,Sheffield Utd,Muhamed Bešić
458,,,18440,0,0,-1,1,0,4,0.0,0.5,0,Leon,0.0,547,False,,,44,18440.jpg,1.0,Clarke,0.1,False,,a,15,49,1,12486,126,9944,132,0.0,0.2,Clarke,13,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,0.3,4.0,0.3,FWD,Sheffield Utd,Leon Clarke
459,,,49384,0,0,0,0,0,3,0.0,0.5,0,Jack,0.0,591,False,,,45,49384.jpg,0.0,Rodwell,0.0,False,,a,15,49,0,1042,30,587,35,0.0,0.0,Rodwell,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,MID,Sheffield Utd,Jack Rodwell
460,,,83427,0,0,0,0,0,2,0.0,0.5,0,Jack,0.0,611,False,,,40,83427.jpg,0.0,Robinson,0.0,False,,a,15,49,0,2011,112,825,108,0.0,0.0,Jack Robinson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,DEF,Sheffield Utd,Jack Robinson
461,,,207189,0,0,-1,1,0,3,1.5,2.0,1,Sander,1.5,621,False,,,49,207189.jpg,2.0,Berge,0.1,False,,a,15,49,8,11789,100,5425,555,0.3,1.6,Berge,208,0,0,1,2,0,0,0,0,0,0,0,25,25.4,6.5,16.0,4.9,MID,Sheffield Utd,Sander Berge
462,,,147612,-1,1,-3,3,0,4,0.0,0.5,0,Richairo,0.0,622,False,,,47,147612.jpg,0.0,Zivkovic,0.0,False,,a,15,49,0,1703,56,1187,82,0.0,0.0,Zivkovic,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,FWD,Sheffield Utd,Richairo Zivkovic
463,,,222786,0,0,0,0,0,2,0.0,0.5,0,Panagiotis,0.0,625,False,,,45,222786.jpg,0.0,Retsos,0.0,False,,a,15,49,0,208,16,120,23,0.0,0.0,Retsos,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,DEF,Sheffield Utd,Panagiotis Retsos
464,100.0,100.0,93100,0,0,-4,4,2,2,0.2,-0.3,0,Jannik,0.2,304,False,,2020-01-23T20:00:20.107755Z,46,93100.jpg,2.8,Vestergaard,2.0,False,,a,16,20,39,521385,90,449506,1028,0.0,8.5,Vestergaard,1135,1,0,3,23,0,0,0,2,0,0,6,217,271.0,66.8,147.0,48.5,DEF,Southampton,Jannik Vestergaard
465,100.0,100.0,40146,0,0,-2,2,0,2,2.5,2.0,2,Ryan,2.5,305,False,,2019-10-25T21:00:19.447070Z,48,40146.jpg,2.0,Bertrand,0.8,False,,a,16,20,49,63034,406,79776,1136,0.5,10.2,Bertrand,2022,1,1,4,45,0,0,0,3,1,0,0,302,323.0,443.0,181.0,94.8,DEF,Southampton,Ryan Bertrand
466,100.0,100.0,213482,0,0,-4,4,0,2,0.5,0.0,2,Yan,0.5,306,False,,2019-12-12T11:30:20.748170Z,46,213482.jpg,1.2,Valery,0.1,False,,a,16,20,11,6914,41,25840,42,0.1,2.4,Valery,644,0,1,0,19,0,0,0,1,0,0,0,71,99.2,41.4,73.0,21.3,DEF,Southampton,Yan Valery
467,100.0,100.0,171771,0,0,-1,1,0,2,2.2,1.7,2,Jan,2.2,307,False,,2020-01-20T11:30:17.364475Z,44,171771.jpg,2.3,Bednarek,0.8,False,,a,16,20,62,87094,403,85064,790,0.5,14.1,Bednarek,2427,1,0,5,50,0,0,0,3,0,0,3,410,570.6,30.6,50.0,65.4,DEF,Southampton,Jan Bednarek
468,,,88900,0,0,0,0,3,2,2.2,1.7,2,Jack,2.2,308,False,,,45,88900.jpg,3.0,Stephens,3.6,False,,a,16,20,64,346671,852,102574,7441,0.5,14.2,Stephens,1827,1,3,4,33,0,0,0,2,0,0,6,312,438.4,65.4,95.0,59.9,DEF,Southampton,Jack Stephens
469,0.0,0.0,80447,0,0,-3,3,0,2,0.0,0.0,0,Maya,0.0,310,False,Joined Sampdoria on loan until the end of the season on 31/1. - Expected back 01 Jul,2020-01-31T21:00:15.036808Z,42,80447.jpg,1.2,Yoshida,0.2,False,,n,16,20,10,16787,8,30837,156,0.0,2.4,Yoshida,558,0,0,1,18,0,0,0,1,0,0,1,85,96.8,3.7,77.0,17.7,DEF,Southampton,Maya Yoshida
470,0.0,0.0,232797,0,0,-1,1,0,2,0.0,0.0,0,Kayne,0.0,311,False,Joined Shrewsbury Town on loan until the end of the season on 31/1. - Expected back 01 Jul,2020-01-31T10:30:15.652773Z,39,232797.jpg,0.0,Ramsay,1.5,False,,n,16,20,0,118717,217,116111,1570,0.0,0.0,Ramsay,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,DEF,Southampton,Kayne Ramsay
471,0.0,0.0,78356,0,0,0,0,0,4,0.0,0.0,0,Charlie,0.0,312,False,Joined West Bromwich Albion on a permanent deal on 8/8,2019-08-08T15:00:14.602505Z,60,78356.jpg,0.0,Austin,0.0,False,,u,16,20,0,794,9,9126,12,0.0,0.0,Austin,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,FWD,Southampton,Charlie Austin
472,,,84939,-1,1,11,-11,2,4,3.0,2.5,2,Danny,3.0,313,False,,,71,84939.jpg,4.8,Ings,29.6,False,,a,16,20,140,3503860,23658,1551005,88091,0.4,19.7,Ings,1993,15,1,3,36,0,0,0,2,0,0,28,513,678.0,268.9,1135.0,208.1,FWD,Southampton,Danny Ings
473,100.0,100.0,220598,0,0,-1,1,0,4,2.0,1.5,1,Michael,2.0,314,False,,2019-12-31T20:00:19.430867Z,49,220598.jpg,1.9,Obafemi,0.2,False,,a,16,20,28,14865,233,23042,242,0.4,5.7,Obafemi,479,2,0,2,10,0,0,0,1,0,0,2,97,95.8,75.1,144.0,31.3,FWD,Southampton,Michael Obafemi
474,100.0,100.0,20452,0,0,-4,4,1,4,3.8,3.3,2,Shane,3.8,315,False,,2020-01-23T20:00:20.137093Z,46,20452.jpg,2.8,Long,2.5,False,,a,16,20,53,192075,5902,374313,4268,0.8,11.5,Long,1131,2,3,3,19,0,0,0,0,0,0,4,133,163.4,237.7,471.0,87.4,FWD,Southampton,Shane Long
475,0.0,0.0,153371,0,0,0,0,0,4,0.0,0.0,0,Sam,0.0,316,False,Joined Blackburn Rovers on a permanent deal on 13/7,2019-07-14T15:00:12.872120Z,45,153371.jpg,0.0,Gallagher,0.0,False,,u,16,20,0,3059,9,5857,17,0.0,0.0,Gallagher,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,FWD,Southampton,Sam Gallagher
476,0.0,0.0,40383,0,0,-2,2,0,1,0.0,0.0,0,Fraser,0.0,317,False,Joined Celtic on loan until the end of the season on 22/8. - Expected back 01 Jul,2019-08-22T21:00:16.083355Z,43,40383.jpg,0.0,Forster,0.3,False,,n,16,20,0,3252,21,49403,85,0.0,0.0,Forster,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,GK,Southampton,Fraser Forster
477,100.0,100.0,58376,0,0,0,0,1,1,5.8,5.3,12,Alex,5.8,318,False,,2019-09-26T13:00:09.737144Z,45,58376.jpg,3.6,McCarthy,4.6,False,,a,16,20,68,402032,9623,116457,2331,1.3,15.1,McCarthy,1710,0,0,4,27,0,1,0,0,0,58,5,338,474.8,10.0,0.0,48.4,GK,Southampton,Alex McCarthy
478,,,107265,0,0,-3,3,1,1,0.0,-0.5,0,Angus,0.0,319,False,,,42,107265.jpg,2.9,Gunn,1.4,False,,a,16,20,29,253751,228,243208,840,0.0,6.9,Gunn,900,0,0,2,25,0,0,0,0,0,30,3,166,219.4,0.0,0.0,22.1,GK,Southampton,Angus Gunn
479,75.0,0.0,83283,0,0,-3,3,2,3,0.0,0.0,0,Nathan,0.0,320,False,Muscle injury - 75% chance of playing,2020-02-15T14:30:17.921095Z,62,83283.jpg,3.0,Redmond,0.6,False,,d,16,20,69,97271,12,201405,1122,0.0,11.1,Redmond,1955,3,1,4,43,0,0,0,2,0,0,5,269,326.4,379.9,532.0,124.2,MID,Southampton,Nathan Redmond
480,100.0,100.0,101178,0,0,-3,3,0,3,3.0,2.5,2,James,3.0,321,False,,2020-02-05T22:00:18.700245Z,57,101178.jpg,3.2,Ward-Prowse,1.7,False,,a,16,20,93,314280,2277,270301,4345,0.5,16.3,Ward-Prowse,2610,4,4,6,52,0,0,1,7,0,0,6,454,634.6,723.2,355.0,171.6,MID,Southampton,James Ward-Prowse
481,0.0,0.0,96787,0,0,-3,3,0,3,0.0,0.0,0,Mohamed,0.0,322,False,Joined Celtic on loan until the end of the season on 30/8. - Expected back 01 Jul,2019-08-31T00:00:09.798881Z,52,96787.jpg,0.0,Elyounoussi,0.0,False,,n,16,20,0,350,5,3381,4,0.0,0.0,Elyounoussi,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,MID,Southampton,Mohamed Elyounoussi
482,100.0,0.0,91047,0,0,-3,3,0,3,2.4,0.0,0,Stuart,3.2,323,False,,2020-03-05T14:00:19.096572Z,52,91047.jpg,2.8,Armstrong,0.3,False,,a,16,20,58,37241,49,29291,2385,0.6,11.2,Armstrong,1134,3,1,4,18,0,0,0,3,0,0,6,169,214.2,171.3,264.0,64.9,MID,Southampton,Stuart Armstrong
483,0.0,0.0,151086,0,0,-3,3,0,3,0.0,0.0,0,Mario,0.0,324,False,Joined Galatasaray on loan until the end of the season on 2/9. - Expected back 01 Jul,2019-09-02T23:30:15.367440Z,47,151086.jpg,0.0,Lemina,0.0,False,,n,16,20,0,1467,5,10638,9,0.0,0.0,Lemina,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,MID,Southampton,Mario Lemina
484,100.0,100.0,132015,0,0,-2,2,0,3,2.2,1.7,2,Pierre-Emile,2.2,325,False,,2019-11-11T12:00:14.839134Z,48,132015.jpg,2.4,Højbjerg,0.4,False,,a,16,20,66,48693,286,71970,775,0.5,13.8,Højbjerg,2447,0,3,6,48,0,0,0,5,0,0,1,352,425.4,433.0,301.0,116.0,MID,Southampton,Pierre-Emile Højbjerg
485,100.0,100.0,204481,0,0,-1,1,0,3,0.0,-0.5,0,Tyreke,0.0,326,False,,2019-08-02T13:30:09.188463Z,44,204481.jpg,0.0,Johnson,0.0,False,,a,16,20,0,3183,37,4031,44,0.0,0.0,Johnson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,MID,Southampton,Tyreke Johnson
486,0.0,0.0,193109,0,0,-1,1,0,3,0.0,0.0,0,Callum,0.0,327,False,Joined De Graafschap on loan until the end of the season on 31/1. - Expected back 01 Jul,2020-01-31T22:00:17.543300Z,44,193109.jpg,0.0,Slattery,0.3,False,,n,16,20,0,32517,31,32421,213,0.0,0.0,Slattery,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,MID,Southampton,Callum Slattery
487,,,78056,0,0,-2,2,0,3,0.5,0.0,0,Oriol,0.5,328,False,,,43,78056.jpg,1.6,Romeu Vidal,1.5,False,,a,16,20,36,179768,888,162758,2382,0.1,8.4,Oriol Romeu,1308,0,0,3,32,0,0,0,3,0,0,0,203,238.8,162.7,41.0,44.3,MID,Southampton,Oriol Romeu Vidal
488,100.0,100.0,158534,0,0,-6,6,0,2,0.2,-0.3,0,Kyle,0.2,337,False,,2020-02-20T14:00:20.750910Z,44,158534.jpg,1.5,Walker-Peters,0.6,False,,a,16,20,6,103837,43,306486,478,0.0,1.4,Walker-Peters,313,0,0,0,6,0,0,0,0,0,0,0,53,65.4,44.1,18.0,12.9,DEF,Southampton,Kyle Walker-Peters
489,,,200439,0,0,-7,7,0,4,1.5,1.0,1,Che,1.5,437,False,,,53,200439.jpg,1.8,Adams,0.3,False,,a,16,20,39,31633,118,93759,160,0.3,7.4,Adams,718,0,3,3,12,0,0,0,0,0,0,0,95,66.8,137.6,214.0,40.9,FWD,Southampton,Che Adams
490,0.0,100.0,431131,0,0,-3,3,1,3,0.0,0.7,-2,Moussa,1.2,438,False,Suspended until 25 Apr,2020-03-07T17:30:22.505544Z,52,431131.jpg,2.2,Djenepo,0.1,False,,s,16,20,40,30710,20,32900,685,0.2,7.7,Djenepo,920,2,2,2,14,0,0,0,4,1,0,3,151,224.4,153.4,252.0,62.9,MID,Southampton,Moussa Djenepo
491,0.0,0.0,167075,0,0,-3,3,0,2,0.0,0.0,0,Wesley,0.0,485,False,Joined Antwerp on loan until the end of the season on 2/9. - Expected back 01 Jul,2019-09-02T23:30:15.561045Z,42,167075.jpg,0.0,Hoedt,0.0,False,,n,16,20,0,1075,8,4976,7,0.0,0.0,Hoedt,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,DEF,Southampton,Wesley Hoedt
492,100.0,100.0,128198,0,0,0,0,0,3,1.0,0.5,2,Sofiane,1.0,508,False,,2020-02-15T15:30:13.719200Z,55,128198.jpg,1.7,Boufal,0.1,False,,a,16,20,33,15833,80,17822,64,0.2,6.0,Boufal,752,0,3,1,17,0,0,0,2,0,0,0,93,145.2,193.4,267.0,60.5,MID,Southampton,Sofiane Boufal
493,100.0,100.0,135720,0,0,-3,3,0,2,0.0,-0.5,0,Kevin,0.0,532,False,,2019-12-19T15:00:20.159210Z,42,135720.jpg,1.5,Danso,0.0,False,,a,16,20,9,3567,20,3658,32,0.0,2.1,Danso,275,0,1,1,8,0,0,0,0,1,0,0,46,58.4,26.0,6.0,8.9,DEF,Southampton,Kevin Danso
494,,,200088,0,0,0,0,0,4,0.0,-0.5,0,Daniel,0.0,535,False,,,45,200088.jpg,0.0,N'Lundulu,0.1,False,,a,16,20,0,10156,26,8886,74,0.0,0.0,N'Lundulu,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,FWD,Southampton,Daniel N'Lundulu
495,,,198044,0,0,0,0,0,1,0.0,-0.5,0,Harry,0.0,548,False,,,40,198044.jpg,0.0,Lewis,0.2,False,,a,16,20,0,14341,57,7339,156,0.0,0.0,Lewis,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,GK,Southampton,Harry Lewis
496,100.0,0.0,214466,0,0,0,0,0,3,0.9,0.0,0,William,1.2,584,False,,2020-03-05T14:00:19.615123Z,45,214466.jpg,2.5,Smallbone,0.0,False,,a,16,20,5,573,7,317,31,0.3,1.1,Smallbone,156,0,0,1,3,0,0,0,0,0,0,0,19,23.4,10.3,14.0,4.8,MID,Southampton,William Smallbone
