,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,position,team_name,friendly_name
0,100.0,75.0,69140,0,0,-4,4,0,2,2.1,2.1,0,Shkodran,2.3,1,False,,2020-02-27T23:00:18.104137Z,51,69140.jpg,3.2,Mustafi,0.4,False,,a,1,3,26,15340,24,38331,538,0.5,5.1,Mustafi,620,0,2,2,9,0,0,0,0,0,0,1,144,174.2,15.4,107.0,29.8,DEF,Arsenal,Shkodran Mustafi
1,100.0,100.0,98745,0,0,-1,1,0,2,3.2,3.2,1,Héctor,2.7,2,False,,2019-12-09T20:00:21.228098Z,54,98745.jpg,3.1,Bellerín,1.2,False,,a,1,3,25,140658,857,71994,6014,0.5,4.6,Bellerín,623,1,0,2,10,0,0,0,2,0,0,3,116,117.6,37.7,38.0,19.5,DEF,Arsenal,Héctor Bellerín
2,75.0,0.0,111457,0,0,-3,3,0,2,0.0,0.0,0,Sead,0.3,3,False,Shoulder injury - 75% chance of playing,2020-02-23T18:30:13.672943Z,52,111457.jpg,2.1,Kolasinac,0.5,False,,d,1,3,35,55463,4,127741,221,0.1,6.7,Kolasinac,1103,0,2,2,19,0,0,0,3,0,0,1,222,190.0,157.3,67.0,41.2,DEF,Arsenal,Sead Kolasinac
3,100.0,100.0,154043,0,0,-5,5,1,2,0.5,0.5,0,Ainsley,0.0,4,False,,2019-09-22T18:00:10.824841Z,45,154043.jpg,2.6,Maitland-Niles,2.3,False,,a,1,3,36,591843,144,629580,1414,0.0,8.0,Maitland-Niles,1210,0,2,3,19,0,0,0,3,1,0,3,216,261.8,155.4,37.0,44.9,DEF,Arsenal,Ainsley Maitland-Niles
4,100.0,100.0,39476,0,0,-2,2,1,2,2.2,2.2,5,Sokratis,1.7,5,False,,2020-02-21T01:30:19.929771Z,48,39476.jpg,3.0,Papastathopoulos,1.4,False,,a,1,3,57,152085,763,193826,749,0.4,11.9,Sokratis,1696,2,0,4,25,0,0,0,6,0,0,5,305,436.2,36.8,110.0,58.5,DEF,Arsenal,Sokratis Papastathopoulos
5,0.0,0.0,38411,0,0,0,0,0,2,0.0,0.0,0,Nacho,0.0,6,False,Joined Real Sociedad on a permanent deal on 31/8,2019-08-31T11:30:14.661839Z,50,38411.jpg,3.3,Monreal,0.2,False,,u,1,3,10,28175,5,89001,33,0.0,2.0,Monreal,270,0,0,1,4,0,0,0,0,0,0,1,54,47.2,40.8,12.0,10.0,DEF,Arsenal,Nacho Monreal
6,0.0,0.0,51507,0,0,0,0,0,2,0.0,0.0,0,Laurent,0.0,7,False,Joined Bordeaux on a permanent deal on 6/8.,2019-08-08T11:00:09.045030Z,50,51507.jpg,0.0,Koscielny,0.1,False,,u,1,3,0,647,8,12735,10,0.0,0.0,Koscielny,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,DEF,Arsenal,Laurent Koscielny
7,0.0,0.0,233963,0,0,-1,1,0,2,0.0,0.0,0,Konstantinos,0.0,8,False,Joined Nuremberg on loan until the end of the season on 13/1. - Expected back 01 Jul,2020-01-13T14:30:21.309535Z,44,233963.jpg,0.0,Mavropanos,0.0,False,,n,1,3,0,1110,7,4918,17,0.0,0.0,Mavropanos,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,DEF,Arsenal,Konstantinos Mavropanos
8,0.0,0.0,80254,0,0,0,0,0,2,0.0,0.0,0,Carl,0.0,9,False,Joined Nottingham Forest on a permanent deal on 7/8.,2019-08-07T17:00:10.875251Z,45,80254.jpg,0.0,Jenkinson,0.0,False,,u,1,3,0,446,6,2620,5,0.0,0.0,Jenkinson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,DEF,Arsenal,Carl Jenkinson
9,100.0,100.0,156074,0,0,0,0,0,2,0.5,0.5,0,Rob,0.0,10,False,,2019-12-09T10:00:19.335279Z,45,156074.jpg,1.0,Holding,0.1,False,,a,1,3,2,12143,31,14997,71,0.0,0.4,Holding,85,0,0,0,3,0,0,0,0,0,0,0,13,13.4,0.4,2.0,1.6,DEF,Arsenal,Rob Holding
10,100.0,100.0,54694,0,0,1,-1,3,4,8.2,8.2,2,Pierre-Emerick,7.7,11,True,,2020-01-08T14:00:18.333339Z,111,54694.jpg,5.8,Aubameyang,27.7,False,,a,1,3,152,3110547,44470,2965137,50931,0.7,13.7,Aubameyang,2303,17,3,7,33,0,0,0,3,1,0,29,601,742.8,383.2,985.0,210.9,FWD,Arsenal,Pierre-Emerick Aubameyang
11,100.0,100.0,59966,0,0,-2,2,1,4,5.8,5.8,7,Alexandre,5.3,12,False,,2019-09-01T18:30:14.246208Z,93,59966.jpg,3.9,Lacazette,2.1,False,,a,1,3,78,342136,6093,453679,3354,0.6,8.4,Lacazette,1311,7,4,3,18,0,0,0,5,0,0,9,277,384.8,287.0,666.0,134.0,FWD,Arsenal,Alexandre Lacazette
12,100.0,100.0,205533,0,0,-2,2,0,4,3.8,3.8,1,Edward,3.3,13,False,,2019-08-08T15:30:15.638344Z,43,205533.jpg,2.4,Nketiah,1.3,False,,a,1,3,12,126718,6566,139500,3789,0.8,2.8,Nketiah,249,1,0,1,3,0,0,0,0,0,0,1,27,37.6,28.2,101.0,16.7,FWD,Arsenal,Edward Nketiah
13,,,80201,0,0,0,0,1,1,6.8,6.8,11,Bernd,6.3,14,False,,,50,80201.jpg,3.9,Leno,5.5,False,,a,1,3,108,481175,7099,510068,3199,1.3,21.6,Leno,2520,0,0,7,36,0,1,0,2,0,104,9,560,777.8,0.0,0.0,77.6,GK,Arsenal,Bernd Leno
14,100.0,100.0,37605,0,0,-3,3,0,3,5.8,5.8,6,Mesut,5.3,15,False,,2019-12-20T10:30:11.550604Z,72,37605.jpg,2.9,Özil,1.5,False,,a,1,3,53,166519,6116,190432,3314,0.7,7.4,Özil,1439,1,3,5,20,0,0,0,1,0,0,1,256,223.6,582.9,190.0,99.8,MID,Arsenal,Mesut Özil
15,0.0,0.0,57249,0,0,-2,2,0,3,0.0,0.0,0,Henrikh,0.0,16,False,Joined Roma on loan until the end of the season on 2/9. - Expected back 01 Jul,2019-09-02T23:30:14.832021Z,68,57249.jpg,1.3,Mkhitaryan,0.7,False,,n,1,3,4,23023,11,116551,53,0.0,0.6,Mkhitaryan,110,0,0,1,0,0,0,0,1,0,0,0,3,5.4,33.9,46.0,8.6,MID,Arsenal,Henrikh Mkhitaryan
16,100.0,100.0,84450,0,0,-4,4,0,3,2.8,2.8,3,Granit,2.3,18,False,,2019-12-29T14:30:26.292159Z,51,84450.jpg,2.1,Xhaka,0.7,False,,a,1,3,47,51366,441,109248,944,0.5,9.2,Xhaka,1904,0,1,7,25,0,0,0,7,0,0,0,290,338.6,240.6,85.0,66.7,MID,Arsenal,Granit Xhaka
17,0.0,0.0,198849,0,0,-3,3,0,3,0.0,0.0,0,Lucas,0.7,19,False,Ankle injury - Expected back 10 May,2020-03-02T23:00:14.662721Z,47,198849.jpg,1.8,Torreira,1.1,False,,i,1,3,44,93042,14,169742,2178,0.1,9.4,Torreira,1365,1,1,3,20,0,0,0,4,0,0,0,238,271.8,200.7,199.0,67.3,MID,Arsenal,Lucas Torreira
18,0.0,0.0,153256,0,0,-2,2,0,3,0.0,0.0,0,Mohamed,0.0,20,False,Joined Besiktas on loan until the end of the season on 31/8. - Expected back 01 Jul,2019-08-31T11:30:14.714406Z,43,153256.jpg,0.0,Elneny,0.5,False,,n,1,3,0,123657,98,121496,410,0.0,0.0,Elneny,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,MID,Arsenal,Mohamed Elneny
19,,,242166,0,0,-2,2,0,3,0.8,0.8,0,Matteo,0.3,21,False,,,43,242166.jpg,2.0,Guendouzi,5.6,False,,a,1,3,44,908988,2047,935441,5565,0.1,10.2,Guendouzi,1588,0,2,3,27,0,0,0,6,0,0,2,252,320.0,231.5,146.0,69.8,MID,Arsenal,Matteo Guendouzi
20,100.0,100.0,41270,0,0,-3,3,2,2,6.2,6.2,7,David,5.7,106,False,,2019-11-28T23:00:21.861570Z,57,41270.jpg,3.2,Luiz Moreira Marinho,5.3,False,,a,1,3,79,245604,4955,528101,3191,1.0,13.9,David Luiz,2185,2,1,6,32,0,0,0,4,1,0,10,413,568.6,104.5,171.0,84.6,DEF,Arsenal,David Luiz Moreira Marinho
21,,,98980,0,0,-2,2,0,1,0.5,0.5,0,Emiliano,0.0,427,False,,,43,98980.jpg,0.0,Martínez,0.2,False,,a,1,3,0,5813,42,14224,89,0.0,0.0,Martínez,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,GK,Arsenal,Emiliano Martínez
22,0.0,0.0,101184,0,0,-2,2,0,2,0.0,0.0,0,Calum,0.0,467,False,Knee injury - Expected back 01 Jul,2019-12-29T14:30:27.183032Z,43,101184.jpg,3.0,Chambers,0.6,False,,i,1,3,42,140453,11,171101,319,0.0,9.8,Chambers,1102,1,1,3,15,0,0,0,5,0,0,5,197,272.0,113.5,203.0,58.7,DEF,Arsenal,Calum Chambers
23,100.0,100.0,182539,0,0,-3,3,1,3,3.2,3.2,3,Daniel,2.7,469,False,,2019-11-06T17:30:16.584319Z,52,182539.jpg,2.5,Ceballos Fernández,3.1,False,,a,1,3,35,1006985,821,1139921,799,0.5,6.7,Ceballos,905,0,2,3,12,0,0,0,0,0,0,3,170,203.6,247.6,99.0,55.0,MID,Arsenal,Daniel Ceballos Fernández
24,100.0,0.0,58822,0,0,-2,2,0,2,0.4,0.0,0,Cédric,0.0,486,False,,2020-01-21T22:00:20.334842Z,48,58822.jpg,2.7,Soares,0.2,False,,a,1,3,43,21221,16,33069,215,0.0,9.0,Cédric,1306,0,1,3,18,0,0,0,1,0,0,3,222,291.2,197.1,107.0,59.7,DEF,Arsenal,Cédric Soares
25,100.0,100.0,195735,0,0,-3,3,2,3,8.8,8.8,3,Nicolas,8.3,488,False,,2019-12-11T12:30:12.556688Z,92,195735.jpg,3.7,Pépé,5.1,False,,a,1,3,88,559055,9978,567181,23695,0.9,9.6,Pépé,1587,4,6,4,25,0,0,0,3,0,0,8,307,441.4,535.3,556.0,153.5,MID,Arsenal,Nicolas Pépé
26,100.0,100.0,200641,0,0,-2,2,0,3,0.8,0.8,1,Reiss,0.3,489,False,,2020-01-18T17:00:23.535651Z,53,200641.jpg,1.7,Nelson,0.1,False,,a,1,3,19,11998,53,18257,62,0.1,3.6,Nelson,458,0,1,2,4,0,0,0,1,0,0,0,60,54.4,95.2,130.0,27.9,MID,Arsenal,Reiss Nelson
27,100.0,100.0,200089,0,0,-3,3,0,3,0.8,0.8,0,Joseph,0.3,490,False,,2019-09-07T11:30:17.190466Z,47,200089.jpg,1.2,Willock,0.2,False,,a,1,3,23,25794,75,31443,96,0.1,4.9,Willock,573,0,0,1,11,0,0,0,1,0,0,0,95,94.4,132.9,134.0,36.3,MID,Arsenal,Joseph Willock
28,100.0,100.0,444145,0,0,0,0,0,4,0.5,0.5,0,Gabriel Teodoro,0.0,504,False,,2019-12-23T12:00:20.317919Z,45,444145.jpg,2.8,Martinelli Silva,2.8,False,,a,1,3,39,501124,1770,401108,11014,0.0,8.7,Martinelli,656,3,1,2,9,0,0,0,1,0,0,5,129,162.8,36.6,226.0,42.5,FWD,Arsenal,Gabriel Teodoro Martinelli Silva
29,75.0,75.0,192895,0,0,-2,2,0,2,0.4,0.4,0,Kieran,0.0,515,False,Lack of match fitness - 75% chance of playing,2019-12-09T22:00:21.790216Z,53,192895.jpg,1.0,Tierney,0.3,False,,d,1,3,5,72051,28,109837,79,0.0,0.9,Tierney,296,0,0,0,6,0,0,0,1,0,0,0,51,56.0,75.1,31.0,16.3,DEF,Arsenal,Kieran Tierney
30,100.0,100.0,223340,0,0,1,-1,0,3,5.5,5.5,3,Bukayo,5.0,541,False,,2020-02-02T17:00:24.409161Z,46,223340.jpg,2.4,Saka,5.0,False,,a,1,3,43,514130,15676,147790,9569,1.1,9.3,Saka,1172,0,4,4,11,0,0,0,4,0,0,2,184,225.2,211.9,151.0,58.9,MID,Arsenal,Bukayo Saka
31,0.0,0.0,209289,0,0,-2,2,0,3,0.0,0.0,0,Emile,0.0,576,False,Joined Huddersfield Town on loan until the end of the season on 10/1. - Expected back 01 Jul,2020-01-10T20:00:21.634861Z,43,209289.jpg,2.0,Smith Rowe,0.0,False,,n,1,3,4,5495,247,3139,211,0.0,0.9,Smith Rowe,96,0,0,1,0,0,0,0,0,0,0,0,13,9.8,6.3,0.0,1.6,MID,Arsenal,Emile Smith Rowe
32,0.0,0.0,232233,0,0,0,0,0,4,0.0,0.0,0,Tyreece,0.0,585,False,Joined Lincoln City on loan until the end of the season on 10/1. - Expected back 01 Jul,2020-01-16T10:30:19.626655Z,45,232233.jpg,0.0,John-Jules,0.0,False,,n,1,3,0,590,18,503,19,0.0,0.0,John-Jules,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,FWD,Arsenal,Tyreece John-Jules
33,100.0,100.0,92371,0,0,-2,2,0,2,2.8,2.8,7,Pablo,2.3,617,False,,2020-02-14T10:30:20.035710Z,48,92371.jpg,7.0,Marí,0.1,False,,a,1,3,7,6925,1565,3030,169,0.5,1.5,Marí,90,0,0,1,0,0,0,0,0,0,0,1,28,26.2,1.6,0.0,2.8,DEF,Arsenal,Pablo Marí
34,,,37339,0,0,-3,3,0,2,-0.7,-0.7,1,Ahmed,0.3,22,False,,,42,37339.jpg,1.7,El Mohamady,0.8,False,,a,2,7,20,72340,163,152191,420,0.1,4.8,El Mohamady,763,0,1,1,26,0,0,0,0,0,0,5,158,174.4,219.6,46.0,44.1,DEF,Aston Villa,Ahmed El Mohamady
35,0.0,0.0,43252,0,0,-2,2,0,2,0.0,0.0,0,James,0.0,23,False,Joined Stoke City on loan until the end of the season on 31/1. - Expected back 01 Jul,2020-01-31T15:00:12.372885Z,43,43252.jpg,0.0,Chester,0.1,False,,n,2,7,0,1897,13,8056,28,0.0,0.0,Chester,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,DEF,Aston Villa,James Chester
36,,,47390,0,0,-2,2,0,2,-1.0,-1.0,0,Neil,0.0,24,False,,,43,47390.jpg,1.7,Taylor,0.2,False,,a,2,7,17,21050,60,27402,97,0.0,4.0,Taylor,793,0,0,2,19,0,0,0,2,0,0,0,113,115.8,31.6,27.0,17.5,DEF,Aston Villa,Neil Taylor
37,100.0,100.0,123354,0,0,-1,1,0,2,-0.3,-0.3,0,Kortney,0.7,25,False,,2019-08-15T13:00:13.496241Z,44,123354.jpg,1.4,Hause,0.1,False,,a,2,7,15,2016,20,4953,40,0.2,3.4,Hause,990,0,0,1,24,0,0,0,2,0,0,0,121,232.8,21.2,50.0,30.4,DEF,Aston Villa,Kortney Hause
38,0.0,0.0,54764,0,0,-1,1,0,4,0.0,0.0,0,Jonathan,0.0,26,False,Joined Al-Gharafa on a permanent deal on 20/1.,2020-01-08T20:30:20.825750Z,54,54764.jpg,0.8,Kodjia,0.1,False,,u,2,7,5,4227,7,27736,19,0.0,0.9,Kodjia,111,0,0,0,6,0,0,0,1,0,0,0,14,3.4,12.2,24.0,3.8,FWD,Aston Villa,Jonathan Kodjia
39,100.0,100.0,98770,0,0,-2,2,0,1,-1.0,-1.0,0,Ørjan,0.0,27,False,,2019-07-30T15:00:08.973693Z,43,98770.jpg,1.0,Nyland,0.2,False,,a,2,7,3,18366,66,20173,166,0.0,0.7,Nyland,177,0,0,0,8,0,0,0,0,0,8,0,34,57.0,0.0,0.0,5.8,GK,Aston Villa,Ørjan Nyland
40,100.0,100.0,85242,0,0,-3,3,2,3,-0.3,-0.3,1,Conor,0.7,28,False,,2019-12-15T13:00:22.404997Z,57,85242.jpg,2.9,Hourihane,0.1,False,,a,2,7,52,17718,26,28704,94,0.1,9.1,Hourihane,940,3,2,2,26,0,0,0,4,0,0,6,207,248.8,267.5,191.0,70.6,MID,Aston Villa,Conor Hourihane
41,100.0,100.0,114283,0,0,5,-5,3,3,2.0,2.0,2,Jack,3.0,29,False,,2019-10-26T18:30:22.524063Z,65,114283.jpg,4.5,Grealish,20.0,False,,a,2,7,118,2635369,20434,1620482,57072,0.5,18.2,Grealish,2333,7,7,4,52,0,0,1,7,0,0,15,473,687.2,909.4,629.0,222.3,MID,Aston Villa,Jack Grealish
42,100.0,100.0,193488,0,0,0,0,0,3,1.3,1.3,1,Anwar,2.3,30,False,,2020-02-22T17:30:19.276253Z,55,193488.jpg,3.2,El Ghazi,0.8,False,,a,2,7,79,255419,407,242217,899,0.4,14.4,El Ghazi,1673,4,5,4,40,0,0,0,3,0,0,0,240,350.8,421.6,586.0,135.9,MID,Aston Villa,Anwar El Ghazi
43,75.0,0.0,122806,0,0,-1,1,0,3,0.0,0.0,0,John,0.0,31,False,Lack of match fitness - 75% chance of playing,2019-12-21T17:00:13.681907Z,54,122806.jpg,3.4,McGinn,2.6,False,,d,2,7,61,1283129,92,1339270,1222,0.0,11.3,McGinn,1537,3,2,3,30,0,0,0,2,0,0,4,253,386.4,375.3,375.0,113.5,MID,Aston Villa,John McGinn
44,0.0,0.0,174597,0,0,-2,2,0,3,0.0,0.0,0,Andre,0.0,32,False,Joined Charlton Athletic on loan until the end of the season on 2/1. - Expected back 01 Jul,2019-08-04T16:30:15.274646Z,48,174597.jpg,0.0,Green,0.0,False,,n,2,7,0,394,4,1444,5,0.0,0.0,Green,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,MID,Aston Villa,Andre Green
45,0.0,0.0,27770,0,0,0,0,0,3,0.0,0.0,0,Birkir,0.0,33,False,Left Aston Villa by mutual consent on 8/8.,2019-08-08T15:30:15.672945Z,45,27770.jpg,0.0,Bjarnason,0.0,False,,u,2,7,0,728,4,7754,9,0.0,0.0,Bjarnason,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,MID,Aston Villa,Birkir Bjarnason
46,100.0,100.0,221239,0,0,-2,2,0,3,-0.7,-0.7,1,Keinan,0.3,34,False,,2020-02-03T23:00:14.489212Z,43,221239.jpg,1.4,Davis,0.2,False,,a,2,7,11,21943,217,33804,212,0.1,2.6,Davis,129,0,1,0,3,0,0,0,0,0,0,0,27,20.2,36.2,87.0,14.2,MID,Aston Villa,Keinan Davis
47,100.0,100.0,40564,0,0,-1,1,0,3,-1.0,-1.0,0,Henri,0.0,35,False,,2019-11-08T18:00:15.526636Z,44,40564.jpg,1.2,Lansbury,0.4,False,,a,2,7,11,68891,25,65259,165,0.0,2.5,Lansbury,189,0,0,0,6,0,0,0,0,0,0,0,34,13.4,27.2,13.0,5.5,MID,Aston Villa,Henri Lansbury
48,100.0,100.0,89274,0,0,-2,2,0,3,-1.0,-1.0,0,José Ignacio,0.0,36,False,,2019-10-17T13:00:14.384046Z,58,89274.jpg,1.9,Peleteiro Romallo,0.1,False,,a,2,7,15,14210,109,27136,121,0.0,2.6,Jota,310,0,1,2,4,0,0,0,0,0,0,0,41,42.6,56.1,51.0,14.9,MID,Aston Villa,José Ignacio Peleteiro Romallo
49,0.0,0.0,21205,0,0,-2,2,1,1,0.0,0.0,0,Tom,0.0,94,False,Knee injury - Unknown return date,2020-01-01T15:00:18.235936Z,43,21205.jpg,3.0,Heaton,2.5,False,,i,2,7,59,293775,60,541428,1965,0.0,13.7,Heaton,1794,0,0,4,35,1,0,0,0,0,67,3,346,507.4,0.3,0.0,50.7,GK,Aston Villa,Tom Heaton
50,0.0,100.0,61603,0,0,-1,1,0,3,0.0,-0.7,0,Daniel,0.3,120,False,Ineligible to face his parent club on 14/3. - Expected back 04 Apr,2020-03-09T22:30:22.759516Z,44,61603.jpg,1.2,Drinkwater,0.6,False,,n,2,7,6,23919,69,137488,313,0.1,1.4,Drinkwater,317,0,0,0,11,0,0,0,1,0,0,0,32,18.6,21.2,8.0,4.7,MID,Aston Villa,Daniel Drinkwater
51,100.0,100.0,169359,0,0,-1,1,1,2,-0.3,-0.3,0,Matt,0.7,309,False,,2019-12-28T17:00:19.505846Z,44,169359.jpg,3.0,Targett,0.8,False,,a,2,7,60,156548,279,185589,996,0.2,13.6,Targett,1688,1,3,3,35,0,0,0,3,0,0,10,341,417.0,386.9,121.0,92.6,DEF,Aston Villa,Matt Targett
52,0.0,0.0,213345,0,0,-5,5,1,4,0.0,0.0,0,Wesley,0.0,428,False,Knee injury - Unknown return date,2020-01-01T15:00:18.798443Z,55,213345.jpg,3.2,Moraes,0.8,False,,i,2,7,67,403252,16,435932,407,0.0,12.2,Wesley,1782,5,1,6,31,0,0,1,3,0,0,7,180,296.2,169.8,632.0,108.3,FWD,Aston Villa,Wesley Moraes
53,0.0,0.0,79852,0,0,-2,2,0,1,0.0,0.0,0,Jed,0.0,429,False,Achilles injury - Unknown return date,2019-11-10T16:00:17.790777Z,43,79852.jpg,1.0,Steer,0.1,False,,i,2,7,1,1210,5,6787,24,0.0,0.2,Steer,7,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,GK,Aston Villa,Jed Steer
54,100.0,100.0,149484,0,0,0,0,0,2,-0.7,-0.7,0,Tyrone,0.3,445,False,,2020-02-16T16:00:24.633178Z,45,149484.jpg,2.4,Mings,2.5,False,,a,2,7,56,495996,459,479494,1647,0.1,12.4,Mings,2002,2,1,3,42,0,0,0,5,0,0,5,378,588.6,73.6,108.0,77.1,DEF,Aston Villa,Tyrone Mings
55,100.0,100.0,199798,0,0,-2,2,0,2,-0.7,-0.7,0,Ezri,0.3,452,False,,2020-02-01T17:30:19.744514Z,43,199798.jpg,2.0,Konsa Ngoyo,0.1,False,,a,2,7,30,6681,24,7692,85,0.1,7.0,Konsa,1198,0,2,2,29,0,0,0,1,0,0,1,198,259.4,58.5,113.0,43.3,DEF,Aston Villa,Ezri Konsa Ngoyo
56,100.0,100.0,108156,0,0,-1,1,1,2,1.3,1.3,0,Bjorn,2.3,455,False,,2020-01-02T12:30:17.002224Z,44,108156.jpg,2.5,Engels,0.4,False,,a,2,7,42,97812,92,90097,224,0.5,9.5,Engels,1446,1,0,3,32,0,0,0,1,0,0,4,252,329.6,31.9,81.0,44.5,DEF,Aston Villa,Bjorn Engels
57,100.0,100.0,203368,0,0,-1,1,1,2,-1.0,-1.0,0,Frédéric,0.0,458,False,,2019-12-01T19:30:19.368861Z,44,203368.jpg,2.1,Guilbert,0.5,False,,a,2,7,48,98097,34,105786,351,0.0,10.9,Guilbert,1898,0,2,4,36,0,0,0,7,0,0,2,302,431.8,225.6,55.0,71.4,DEF,Aston Villa,Frédéric Guilbert
58,100.0,100.0,148508,0,0,-3,3,0,3,0.0,0.0,0,Mahmoud Ahmed,1.0,465,False,,2019-08-31T16:30:09.941826Z,52,148508.jpg,2.4,Ibrahim Hassan,1.1,False,,a,2,7,58,151393,214,288216,961,0.2,11.2,Trézéguet,1315,3,2,3,23,0,0,0,2,1,0,2,170,275.8,261.1,589.0,112.4,MID,Aston Villa,Mahmoud Ahmed Ibrahim Hassan
59,,,230046,0,0,-1,1,0,3,1.0,1.0,2,Douglas Luiz,2.0,470,False,,,44,230046.jpg,2.7,Soares de Paulo,3.8,False,,a,2,7,71,751428,3178,568671,5450,0.5,16.1,Douglas Luiz,1711,3,2,5,40,0,0,0,4,0,0,5,295,375.8,202.1,338.0,91.7,MID,Aston Villa,Douglas Luiz Soares de Paulo
60,0.0,0.0,88175,0,0,-2,2,0,1,0.0,0.0,0,Lovre,0.0,474,False,Joined Toulouse on loan until the end of the season on 20/1. - Expected back 01 Jul,2020-01-20T17:00:23.372293Z,43,88175.jpg,0.0,Kalinic,0.1,False,,n,2,7,0,1759,9,5329,36,0.0,0.0,Kalinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,GK,Aston Villa,Lovre Kalinic
61,100.0,100.0,184704,0,0,-1,1,0,3,0.3,0.3,2,Marvelous,1.3,491,False,,2020-01-18T19:30:18.468247Z,44,184704.jpg,1.7,Nakamba,0.7,False,,a,2,7,35,125767,117,106056,432,0.3,8.0,Nakamba,1626,0,0,1,35,0,0,0,4,0,0,0,249,271.8,156.2,24.0,45.1,MID,Aston Villa,Marvelous Nakamba
62,,,223349,0,0,0,0,0,3,-1.0,-1.0,0,Indiana,0.0,600,False,,,45,223349.jpg,1.0,Vassilev,0.0,False,,a,2,7,2,651,54,326,40,0.0,0.4,Vassilev,36,0,0,0,0,0,0,0,0,0,0,0,3,1.2,1.3,4.0,0.7,MID,Aston Villa,Indiana Vassilev
63,,,8432,0,0,0,0,1,1,3.3,3.3,1,José,4.3,603,False,,,45,8432.jpg,3.2,Reina,0.5,False,,a,2,7,19,54045,925,18303,1099,1.0,4.2,Reina,540,0,0,0,13,0,1,0,1,0,23,2,110,197.8,10.0,0.0,20.8,GK,Aston Villa,José Reina
64,,,217487,0,0,-1,1,0,4,1.0,1.0,2,Mbwana,2.0,613,False,,,59,217487.jpg,3.5,Samatta,0.2,False,,a,2,7,14,34098,785,18448,1367,0.3,2.4,Samatta,352,1,0,0,10,0,0,0,0,0,0,2,41,51.4,51.1,160.0,26.3,FWD,Aston Villa,Mbwana Samatta
65,,,83091,0,0,0,0,0,4,-0.3,-0.3,0,Borja,0.7,623,False,,,55,83091.jpg,1.0,González Tomás,0.0,False,,a,2,7,2,411,36,190,32,0.1,0.4,Bastón,16,0,0,0,2,0,0,0,0,0,0,0,5,0.2,1.7,2.0,0.4,FWD,Aston Villa,Borja González Tomás
66,25.0,100.0,56917,0,0,0,0,2,2,0.2,-0.3,1,Steve,0.7,58,False,Hamstring injury - 25% chance of playing,2020-03-07T15:00:16.074263Z,50,56917.jpg,2.1,Cook,0.2,False,,d,3,91,46,41010,13,47979,344,0.1,9.2,Steve Cook,1848,1,0,3,36,0,0,0,4,1,0,5,311,479.2,38.3,112.0,63.2,DEF,Bournemouth,Steve Cook
67,100.0,100.0,126184,0,0,-2,2,1,2,0.7,-0.3,1,Nathan,0.7,59,False,,2020-02-22T17:30:19.367467Z,48,126184.jpg,2.9,Aké,6.5,False,,a,3,91,67,566117,4155,1307090,2483,0.1,14.0,Aké,2014,2,1,3,33,0,0,0,1,0,0,6,403,558.4,78.6,296.0,93.3,DEF,Bournemouth,Nathan Aké
68,0.0,0.0,41320,0,0,-3,3,0,2,0.0,0.0,0,Charlie,0.0,60,False,Knee injury - Unknown return date,2019-08-25T15:30:14.994228Z,42,41320.jpg,1.5,Daniels,0.1,False,,i,3,91,3,3309,7,17176,24,0.0,0.7,Daniels,126,0,0,0,2,0,0,0,0,0,0,0,18,22.4,29.6,0.0,5.2,DEF,Bournemouth,Charlie Daniels
69,0.0,0.0,223911,0,0,-2,2,1,2,0.0,0.0,0,Chris,0.0,61,False,Knee injury - Expected back 11 Apr,2020-01-10T17:00:16.673521Z,43,223911.jpg,2.4,Mepham,0.6,False,,i,3,91,26,94668,10,122215,224,0.0,6.0,Mepham,901,1,0,1,19,0,0,0,1,0,0,2,161,268.6,16.5,136.0,42.2,DEF,Bournemouth,Chris Mepham
