,code,team_h,team_h_score_x,team_a,team_a_score_x,event,finished,minutes,provisional_start_time,kickoff_time,event_name,is_home,difficulty,player_id,position,first_name,photo,second_name,team,team_name,news,news_added,id,team_h_difficulty,team_h_score_y,team_h_name,team_a_difficulty,team_a_score_y,team_a_name
95,1060031,20,,1,,33.0,False,0,False,2020-04-13 19:00:00,Gameweek 33,False,3,576,MID,Emile,209289.jpg,Smith Rowe,1,Arsenal,Joined Huddersfield Town on loan until the end of the season on 10/1. - Expected back 01 Jul,2020-01-10T20:00:21.634861Z,576,3,,Wolves,3,,Arsenal
96,1060031,20,,1,,33.0,False,0,False,2020-04-13 19:00:00,Gameweek 33,False,3,585,FWD,Tyreece,232233.jpg,John-Jules,1,Arsenal,Joined Lincoln City on loan until the end of the season on 10/1. - Expected back 01 Jul,2020-01-16T10:30:19.626655Z,585,3,,Wolves,3,,Arsenal
97,1060031,20,,1,,33.0,False,0,False,2020-04-13 19:00:00,Gameweek 33,False,3,617,DEF,Pablo,92371.jpg,Marí,1,Arsenal,,2020-02-14T10:30:20.035710Z,617,3,,Wolves,3,,Arsenal
98,1060031,20,,1,,33.0,False,0,False,2020-04-13 19:00:00,Gameweek 33,True,3,401,DEF,Matt,87835.jpg,Doherty,20,Wolves,,2019-11-02T18:00:16.116872Z,401,3,,Wolves,3,,Arsenal
99,1060031,20,,1,,33.0,False,0,False,2020-04-13 19:00:00,Gameweek 33,True,3,402,DEF,Jonathan,114128.jpg,Castro Otto,20,Wolves,Knock - Unknown return date,2020-02-23T18:00:15.440248Z,402,3,,Wolves,3,,Arsenal
100,1060031,20,,1,,33.0,False,0,False,2020-04-13 19:00:00,Gameweek 33,True,3,403,DEF,Conor,94147.jpg,Coady,20,Wolves,,,403,3,,Wolves,3,,Arsenal
101,1060031,20,,1,,33.0,False,0,False,2020-04-13 19:00:00,Gameweek 33,True,3,405,DEF,Willy,90585.jpg,Boly,20,Wolves,,2019-10-26T20:00:22.175817Z,405,3,,Wolves,3,,Arsenal
102,1060031,20,,1,,33.0,False,0,False,2020-04-13 19:00:00,Gameweek 33,True,3,406,DEF,Rúben Gonçalo,216054.jpg,Silva Nascimento Vinagre,20,Wolves,,2020-01-15T22:30:19.238398Z,406,3,,Wolves,3,,Arsenal
103,1060031,20,,1,,33.0,False,0,False,2020-04-13 19:00:00,Gameweek 33,True,3,407,DEF,Romain,107613.jpg,Saïss,20,Wolves,,2019-11-23T17:30:21.458182Z,407,3,,Wolves,3,,Arsenal
104,1060031,20,,1,,33.0,False,0,False,2020-04-13 19:00:00,Gameweek 33,True,3,408,DEF,Max,214048.jpg,Kilman,20,Wolves,,,408,3,,Wolves,3,,Arsenal
